IDENTIFICADOR_OBRA,obra_PROCESO_mean,obra_PROCESO_max,obra_PROCESO_min,obra_CODIGO_RUC_GANADOR_mean,obra_CODIGO_RUC_GANADOR_max,obra_CODIGO_RUC_GANADOR_min,obra_CONVOCATORIA_PROCESO_GANADO_mean,obra_CONVOCATORIA_PROCESO_GANADO_max,obra_CONVOCATORIA_PROCESO_GANADO_min,obra_TotalProcesosParticipantes_mean,obra_TotalProcesosParticipantes_max,obra_TotalProcesosParticipantes_min,obra_CODIGO_CONTRATO_mean,obra_CODIGO_CONTRATO_max,obra_CODIGO_CONTRATO_min,obra_CODIGO_RUC_PARTICIPANTE_mean,obra_CODIGO_RUC_PARTICIPANTE_max,obra_CODIGO_RUC_PARTICIPANTE_min,obra_n_ofertas_mean,obra_n_ofertas_max,obra_n_ofertas_min,obra_monto_ofertado_min_mean,obra_monto_ofertado_min_max,obra_monto_ofertado_min_min,obra_monto_ofertado_max_mean,obra_monto_ofertado_max_max,obra_monto_ofertado_max_min,obra_monto_ofertado_mean_mean,obra_monto_ofertado_mean_max,obra_monto_ofertado_mean_min,obra_monto_ofertado_median_mean,obra_monto_ofertado_median_max,obra_monto_ofertado_median_min,obra_monto_ofertado_std_mean,obra_monto_ofertado_std_max,obra_monto_ofertado_std_min,obra_monto_ofertado_rango_mean,obra_monto_ofertado_rango_max,obra_monto_ofertado_rango_min,obra_obra_2a3a_n_registros_mean,obra_obra_2a3a_n_registros_max,obra_obra_2a3a_n_registros_min,obra_obra_2a3a_nunique_CODIGO_RUC_mean,obra_obra_2a3a_nunique_CODIGO_RUC_max,obra_obra_2a3a_nunique_CODIGO_RUC_min,obra_obra_2a3a_nunique_MIEMBROS_DE_COMITE_mean,obra_obra_2a3a_nunique_MIEMBROS_DE_COMITE_max,obra_obra_2a3a_nunique_MIEMBROS_DE_COMITE_min,obra_obra_2a3a_nunique_TotalProcesosParticipantes_mean,obra_obra_2a3a_nunique_TotalProcesosParticipantes_max,obra_obra_2a3a_nunique_TotalProcesosParticipantes_min,obra_obra_2b_n_registros_mean,obra_obra_2b_n_registros_max,obra_obra_2b_n_registros_min,obra_obra_2b_nunique_DNI_MIEMBRO_COMITE_mean,obra_obra_2b_nunique_DNI_MIEMBRO_COMITE_max,obra_obra_2b_nunique_DNI_MIEMBRO_COMITE_min,obra_obra_2b_nunique_NOMBRE_MIEMBRO_COMITE_mean,obra_obra_2b_nunique_NOMBRE_MIEMBRO_COMITE_max,obra_obra_2b_nunique_NOMBRE_MIEMBRO_COMITE_min,obra_obra_5a_n_registros_mean,obra_obra_5a_n_registros_max,obra_obra_5a_n_registros_min,obra_CODIGO_UNICO_first,obra_CODIGO_UNICO_nunique,obra_SECTOR_first,obra_SECTOR_nunique,obra_DEPARTAMENTO_first,obra_DEPARTAMENTO_nunique,obra_NIVEL_GOBIERNO_first,obra_NIVEL_GOBIERNO_nunique,obra_OBJETO_PROCESO_first,obra_OBJETO_PROCESO_nunique,obra_CODIGO_OBRA_first,obra_CODIGO_OBRA_nunique,obra_NOMBREOBRA_first,obra_NOMBREOBRA_nunique,obra_METODO_CONTRATACION_first,obra_METODO_CONTRATACION_nunique,obra_RAZON_SOCIAL_first,obra_RAZON_SOCIAL_nunique,obra_NUMERO_CONTRATO_first,obra_NUMERO_CONTRATO_nunique,obra_NOMBRE_PARTICIPANTE_first,obra_NOMBRE_PARTICIPANTE_nunique,y_riesgo_obra_4niveles,func_n_registros,func_n_funcionarios,func_riesgo_max,func_riesgo_mean,func_riesgo_std,func_pct_riesgo_alto
2489058-2489058-894077-2187247-500659,2.0,2,2,10245102404.0,10404371865,10085832943,894077.0,894077,894077,27.5,31,24,2187247.0,2187247,2187247,10245102404.0,10404371865,10085832943,4.0,4,4,720000.0,720000.0,720000.0,720000.0,720000.0,720000.0,720000.0,720000.0,720000.0,720000.0,720000.0,720000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2489058,1,TRANSPORTE,1,LORETO,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,500659,1,MEJORAMIENTO Y AMPLIACIÓN DE LA INFRAESTRUCTURA VIAL DE LA AVENIDA ABELARDO QUIÑONES EN LOS DISTRITOS DE BELÉN Y SAN JUAN BAUTISTA DE LA PROVINCIA DE MAYNAS - DEPARTAMENTO DE LORETO,1,Concurso Público,1,CONSORCIO SUPERVISION QUIÑONES ET,2,26-2023-GRL-OPIPP-DE,1,CONSORCIO SUPERVISION QUIÑONES ET,2,0,0.0,0.0,0.0,0.0,0.0,0.0
2493096-2493096-652517-2033185-130851,11.0,11,11,10175480989.0,10175607604,10175354374,652517.0,652517,652517,56.0,75,37,2033185.0,2033185,2033185,10177228087.333334,10180722284,10175354374,6.0,6,6,359955.0,359955.0,359955.0,399950.0,399950.0,399950.0,386618.3333333333,386618.3333333333,386618.3333333333,399950.0,399950.0,399950.0,20653.32919087541,20653.32919087541,20653.32919087541,39995.0,39995.0,39995.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2493096,1,TRANSPORTE,1,ANCASH,1,GOBIERNO LOCAL,1,Consultoría de Obra,1,130851,1,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR DE LA CARRETERA DEPARTAMENTAL AN-106-100KM TRAMO (YUNGAY; LLANGANUCO; YANAMA VAQUERIA; PUENTE LLACMA) EN LOS DISTRITOS DE YUNGAY Y YANAMA; DE LA PROVINCIA DE YUNGAY,1,Adjudicación Simplificada,1,MONTALVAN BERNAL WALTER JAVIER(*),3,CSO N° 015-2020,1,MONTALVAN BERNAL WALTER JAVIER(*),3,3,6.0,6.0,3.0,1.5,1.6431676725154984,0.5
2494144-2494144-792971-2132605-158003,6.0,6,6,20602371442.0,20602371442,20602371442,792971.0,792971,792971,104.0,104,104,2132605.0,2132605,2132605,20602371442.0,20602371442,20602371442,1.0,1,1,187075509.0,187075509.0,187075509.0,187075509.0,187075509.0,187075509.0,187075509.0,187075509.0,187075509.0,187075509.0,187075509.0,187075509.0,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5,5,2494144,1,EDUCACIÓN,1,JUNIN,1,GOBIERNO REGIONAL,1,Obra,1,158003,1,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE FORMACIÓN PROFESIONAL EN LA UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA - DISTRITO DE PICHANAQUI - PROVINCIA DE CHANCHAMAYO - DEPARTAMENTO DE JUNIN,1,Licitación Pública,1,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,1,076-2022/GRJ/ORAF,1,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,1,3,12.0,8.0,3.0,1.5,1.5666989036012806,0.5
2494144-2494144-862805-2165816-158003,59.0,59,59,20524399491.0,20524399491,20524399491,862805.0,862805,862805,113.0,113,113,2165816.0,2165816,2165816,17839785351.666668,20524399491,10086838228,6.0,6,6,0.0,0.0,0.0,3634322.0400000005,3634322.04,3634322.04,2422881.36,2422881.36,2422881.36,3634322.0400000005,3634322.04,3634322.04,1876755.8314232759,1876755.8314232756,1876755.8314232756,3634322.0400000005,3634322.04,3634322.04,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5,5,2494144,1,EDUCACIÓN,1,JUNIN,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,158003,1,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE FORMACIÓN PROFESIONAL EN LA UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA - DISTRITO DE PICHANAQUI - PROVINCIA DE CHANCHAMAYO - DEPARTAMENTO DE JUNIN,1,Adjudicación Simplificada,1,CONSORCIO CONSULTOR CHANCHAMAYO,6,133-2022/GRJ/ORAF,1,CONSORCIO CONSULTOR CHANCHAMAYO,6,3,0.0,0.0,0.0,0.0,0.0,0.0
2494306-2494306-686122-2046729-138963,61.0,61,61,20390756012.0,20390756012,20390756012,686122.0,686122,686122,28.0,28,28,2046729.0,2046729,2046729,16559187319.625,20600891317,10074170337,8.0,8,8,2240486.64,2240486.64,2240486.64,2240486.64,2240486.64,2240486.64,2240486.64,2240486.64,2240486.64,2240486.64,2240486.64,2240486.64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2494306,1,SANEAMIENTO,1,LIMA,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,138963,1,CONSTRUCCION DE COLECTOR PRIMARIO; EN EL(LA) TRAMO DEL COLECTOR CIRCUNVALACIÓN DESDE LA AV. SANTIAGO DE SURCO CON AV. LOS PROCERES DISTRITO SANTIAGO DE SURCO HASTA LA AV. SANTA ROSA CON AV. SANTA TERESA  DISTRITO DE CHORRILLOS; PROVINCIA LIMA; DEPARTAMENTO LIMA,1,Concurso Público,1,CONSORCIO CONSULTOR COLECTORES,8,CONTRATO Nº 0102-2021-SEDAPAL,1,CONSORCIO CONSULTOR COLECTORES,8,3,6.0,6.0,2.0,0.3333333333333333,0.816496580927726,0.0
2495613-2495613-704327-2069511-142811,3.0,3,3,20101064191.0,20101064191,20101064191,704327.0,704327,704327,244.0,244,244,2069511.0,2069511,2069511,36161252443.8,99000027762,20101064191,5.0,5,5,6143392.84,6143392.84,6143392.84,6143392.84,6143392.84,6143392.84,6143392.84,6143392.84,6143392.84,6143392.84,6143392.84,6143392.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2495613,1,TRANSPORTE,1,CALLAO,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,142811,1,CREACION DEL ANTEPUERTO DEL CALLAO Y MEJORAMIENTO DE VIAS DE ACCESO AL PUERTO Y ANTEPUERTO CALLAO DEL DISTRITO DE CALLAO - PROVINCIA CONSTITUCIONAL DEL CALLAO - DEPARTAMENTO DE CALLAO,1,Concurso Público,1,CESEL S A,5,048-2021-MTC/10.02,1,CESEL S A,5,3,6.0,6.0,3.0,0.5,1.224744871391589,0.16666666666666666
2496772-2496772-701979-2046977-141923,9.0,9,9,20425123115.0,20425123115,20425123115,701979.0,701979,701979,7.0,7,7,2046977.0,2046977,2046977,20425123115.0,20425123115,20425123115,1.0,1,1,342232785.0,342232785.0,342232785.0,342232785.0,342232785.0,342232785.0,342232785.0,342232785.0,342232785.0,342232785.0,342232785.0,342232785.0,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,1.0,1,1,2496772,1,ORDEN PÚBLICO Y SEGURIDAD,1,TUMBES,1,GOBIERNO NACIONAL,1,Obra,1,141923,1,CREACION DE SERVICIO DE PROTECCION FRENTE A INUNDACIONES EN AMBAS MARGENES DEL RIO TUMBES; EN TRAMOS VULNERABLES DESDE LA ESTACION EL TIGRE HASTA LA SALIDA AL MAR; EN LOS DISTRITOS DE PAMPAS DE HOSPITAL; SAN JACINTO; SAN JUAN DE LA VIRGEN; CORRALES Y TUMBES; PROVINCIA DE TUMBES; DEPARTAMENTO DE TUMBES,1,Convenio,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,CONTRATO DE FECHA 15 DE MARZO 2021,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,1,0.0,0.0,0.0,0.0,0.0,0.0
2498739-2498739-701912-2046940-141927,8.0,8,8,20607671061.0,20607671061,20607671061,701912.0,701912,701912,3.0,3,3,2046940.0,2046940,2046940,20607671061.0,20607671061,20607671061,1.0,1,1,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,1.0,1,1,2498739,1,ORDEN PÚBLICO Y SEGURIDAD,1,LIMA,1,GOBIERNO NACIONAL,1,Obra,1,141927,1,CREACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES DEL RÍO CAÑETE ENTRE EL TRAMO DESEMBOCADURA DEL RIO CAÑETE - LOCALIDAD DE PAULLO EN LOS DISTRITOS DE SAN VICENTE DE CAÑETE; NUEVO IMPERIAL Y LUNAHUANA DE LA  PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA - PAQUETE 01,1,Convenio,1,CONSORCIO BESALCO STRACON,1,CONTRATO DE FECHA 19.03.2021,1,CONSORCIO BESALCO STRACON,1,1,0.0,0.0,0.0,0.0,0.0,0.0
2499818-2499818-719600-2060109-145004,21.0,21,21,20425123115.0,20425123115,20425123115,719600.0,719600,719600,7.0,7,7,2060109.0,2060109,2060109,20425123115.0,20425123115,20425123115,1.0,1,1,377791638.6,377791638.6,377791638.6,377791638.6,377791638.6,377791638.6,377791638.6,377791638.6,377791638.6,377791638.6,377791638.6,377791638.6,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,1.0,1,1,2499818,1,ORDEN PÚBLICO Y SEGURIDAD,1,ANCASH,1,GOBIERNO NACIONAL,1,Obra,1,145004,1,CREACION DEL SERVICIO DE PROTECCIÓN EN RIBERAS DEL RÍO LACRAMARCA VULNERABLES ANTE PELIGROS DE INUNDACIÓN; EN 58 COMUNIDADES EN LOS DISTRITOS DE MACATE; CACERES DEL PERU Y CHIMBOTE DE LA  PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH,1,Convenio,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,CONTRATO DE FECHA 11-06-2021,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,1,0.0,0.0,0.0,0.0,0.0,0.0
2499886-2499886-701912-2046940-141926,8.0,8,8,20607671061.0,20607671061,20607671061,701912.0,701912,701912,3.0,3,3,2046940.0,2046940,2046940,20607671061.0,20607671061,20607671061,1.0,1,1,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,457940245.0,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,1.0,1,1,2499886,1,ORDEN PÚBLICO Y SEGURIDAD,1,LIMA,1,GOBIERNO NACIONAL,1,Obra,1,141926,1,CREACION DEL SERVICIO DE PROTECCIÓN EN LAS RIBERAS DEL RÍO HUAURA VULNERABLE ANTE PELIGRO DE INUNDACIONES EN LAS LOCALIDADES DE 5 DISTRITOS DE LA PROVINCIA DE OYON Y 6 DISTRITOS DE LA PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA - PAQUETE 01,1,Convenio,1,CONSORCIO BESALCO STRACON,1,CONTRATO DE FECHA 19.03.2021,1,CONSORCIO BESALCO STRACON,1,1,0.0,0.0,0.0,0.0,0.0,0.0
2500094-2500094-781513-2101534-157697,1.0,1,1,20609117657.0,20609117657,20609117657,781513.0,781513,781513,1.0,1,1,2101534.0,2101534,2101534,20609117657.0,20609117657,20609117657,1.0,1,1,339198484.2,339198484.2,339198484.2,339198484.2,339198484.2,339198484.2,339198484.2,339198484.2,339198484.2,339198484.2,339198484.2,339198484.2,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,1.0,1,1,2500094,1,ORDEN PÚBLICO Y SEGURIDAD,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,157697,1,CREACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES POR RIO ZAÑA Y AFLUENTES; DISTRITOS DE OYOTÚN; NUEVA ARICA; CAYALTÍ; ZAÑA;LAGUNAS-MOCUPE Y NANCHOC; DE LA PROVINCIA DE CHICLAYO DEL DEPARTAMENTO DE LAMBAYEQUE Y LA PROVINCIA DE SAN MIGUEL DEL DEPARTAMENTO DE CAJAMARCA,1,Convenio,1,CONSORCIO ROVELLA-INMAC,1,CONTRATO,1,CONSORCIO ROVELLA-INMAC,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2501291-2501291-715869-2057425-144753,17.0,17,17,20425123115.0,20425123115,20425123115,715869.0,715869,715869,7.0,7,7,2057425.0,2057425,2057425,20425123115.0,20425123115,20425123115,1.0,1,1,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,1.0,1,1,2501291,1,ORDEN PÚBLICO Y SEGURIDAD,1,ANCASH,1,GOBIERNO NACIONAL,1,Obra,1,144753,1,CREACION DEL SERVICIO DE PROTECCIÓN ANTE PELIGRO DE INUNDACIONES EN AMBAS MARGENES DEL RIO HUARMEY; DESDE EL SECTOR HUAMBA HASTA LA SALIDA AL MAR; EN LOS DISTRITOS DE HUARMEY Y HUAYAN DE LA  PROVINCIA DE HUARMEY - DEPARTAMENTO DE ANCASH,1,Convenio,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,CONTRATO DE FECHA 26-05-2021,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,1,0.0,0.0,0.0,0.0,0.0,0.0
2501395-2501395-715869-2057425-144752,17.0,17,17,20425123115.0,20425123115,20425123115,715869.0,715869,715869,7.0,7,7,2057425.0,2057425,2057425,20425123115.0,20425123115,20425123115,1.0,1,1,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,759914461.9,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,1.0,1,1,2501395,1,ORDEN PÚBLICO Y SEGURIDAD,1,ANCASH,1,GOBIERNO NACIONAL,1,Obra,1,144752,1,CREACION DEL SERVICIO DE PROTECCIÓN ANTE INUNDACIONES EN EL RÍO CASMA; RÍO SECHIN Y RÍO GRANDE EN LOS DISTRITOS DE COMANDANTE NOEL; BUENA VISTA; CASMA Y YAUTAN - 4 DISTRITOS DE LA PROVINCIA DE CASMA - DEPARTAMENTO DE ANCASH - SECHÍN,1,Convenio,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,CONTRATO DE FECHA 26-05-2021,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,1,0.0,0.0,0.0,0.0,0.0,0.0
2501633-2501633-830937-2142082-161960,2.0,2,2,20584617992.0,20601253241,20552233787,830937.0,830937,830937,123.0,195,30,2142082.0,2142082,2142082,20567272999.8,20601253241,20538812111,15.0,15,15,6147971.01,6147971.01,6147971.01,6210000.0,6210000.0,6210000.0,6172782.606000001,6172782.606000001,6172782.606000001,6147971.01,6147971.01,6147971.01,31454.438889007783,31454.438889007783,31454.438889007783,62028.99000000022,62028.99000000022,62028.99000000022,3.0,3,3,3.0,3,3,1.0,1,1,3.0,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,1,2501633,1,SANEAMIENTO,1,LIMA,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,161960,1,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA SANTA ROSA Y ANCON EN LOS DISTRITOS DE SANTA ROSA Y ANCON DE LA PROVNCIA DE LIMA - DEPARTAMENTO DE LIMA,1,Adjudicación Simplificada,1,CONSORCIO SANTA ROSA,4,012-2022-VIVIENDA/VMCS/PASLC,1,CONSORCIO SANTA ROSA,4,3,8.0,8.0,3.0,0.75,1.3887301496588271,0.25
2501633-2501633-831096-2149812-167630,14.0,14,14,20101064191.0,20101064191,20101064191,831096.0,831096,831096,244.0,244,244,2149812.0,2149812,2149812,15283310084.833334,20556484415,10073875299,6.0,6,6,1483444.72,1483444.72,1483444.72,1483444.72,1483444.72,1483444.72,1483444.72,1483444.72,1483444.72,1483444.72,1483444.72,1483444.72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2501633,1,SANEAMIENTO,1,LIMA,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,167630,1,SUPERVISION DEL EXPEDIENTE TECNICO -AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA SANTA ROSA Y ANCÓN EN LOS DISTRITOS DE SANTA ROSA Y ANCON DE LA PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,1,Concurso Público,1,CONSORCIO SANTA ROSA SUPERVISORES,5,016-2022,1,CONSORCIO SANTA ROSA SUPERVISORES,5,3,6.0,6.0,3.0,0.8333333333333334,1.3291601358251257,0.16666666666666666
2501657-2501657-719510-2060104-145483,20.0,20,20,20425123115.0,20425123115,20425123115,719510.0,719510,719510,7.0,7,7,2060104.0,2060104,2060104,20425123115.0,20425123115,20425123115,1.0,1,1,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,1.0,1,1,2501657,1,ORDEN PÚBLICO Y SEGURIDAD,1,LA LIBERTAD,1,GOBIERNO NACIONAL,1,Obra,1,145483,1,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCION CONTRA INUNDACIONES EN AMBAS MARGENES DEL RIO VIRU Y AFLUENTES; DISTRITO DE CARABAMBA Y VIRU - PROVINCIAS DE JULCAN Y VIRU - DEPARTAMENTO DE LA LIBERTAD,1,Convenio,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,CONTRATO DE FECHA 11-06-2021,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,1,0.0,0.0,0.0,0.0,0.0,0.0
2501721-2501721-719510-2060104-145484,20.0,20,20,20425123115.0,20425123115,20425123115,719510.0,719510,719510,7.0,7,7,2060104.0,2060104,2060104,20425123115.0,20425123115,20425123115,1.0,1,1,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,1.0,1,1,2501721,1,ORDEN PÚBLICO Y SEGURIDAD,1,LA LIBERTAD,1,GOBIERNO NACIONAL,1,Obra,1,145484,1,CREACION DEL SERVICIO DE PROTECCIÓN CONTRA DESBORDES DE QUEBRADAS NORTE VERDE; QUENETO; CEREALES; EL ARENAL Y HUASCARAN;  DISTRITO DE VIRU - PROVINCIA DE VIRU - DEPARTAMENTO DE LA LIBERTAD.,1,Convenio,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,CONTRATO DE FECHA 11-06-2021,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,1,0.0,0.0,0.0,0.0,0.0,0.0
2501802-2501802-719510-2060104-145481,20.0,20,20,20425123115.0,20425123115,20425123115,719510.0,719510,719510,7.0,7,7,2060104.0,2060104,2060104,20425123115.0,20425123115,20425123115,1.0,1,1,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,530418635.6,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,1.0,1,1,2501802,1,ORDEN PÚBLICO Y SEGURIDAD,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,145481,1,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES; EN AMBAS MARGENES DEL RIO CHICAMA; TRAMO DE LA DESEMBOCADURA AL OCEANO PACIFICO HASTA EL PUENTE PUNTA MORENO; DISTRITO DE ASCOPE; CHICAMA; MAGDALENA DE CAO; CASA GRANDE; SANTIAGO DE CAO Y SAN BENITO DE LA PROVINCIA DE ASCOPE DEL DEPARTAMENTO DE LA LIBERTAD Y LA PROVINCIA DE CONTUMAZA DEL DEPARTAMENTO DE CAJAMARCA,1,Convenio,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,CONTRATO DE FECHA 11-06-2021,1,OBRASCON HUARTE LAIN S.A.SUC.DEL PERU,1,1,0.0,0.0,0.0,0.0,0.0,0.0
2502679-2502679-750568-2089687-152012,34.0,34,34,10101999039.0,10101999039,10101999039,750568.0,750568,750568,152.0,152,152,2089687.0,2089687,2089687,18171369710.0,20548931321,10101999039,7.0,7,7,2720840.29,2720840.29,2720840.29,2720840.29,2720840.29,2720840.29,2720840.29,2720840.29,2720840.29,2720840.29,2720840.29,2720840.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2502679,1,SALUD,1,CAJAMARCA,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,152012,1,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD SIMON BOLIVAR DISTRITO DE CAJAMARCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA,1,Adjudicación Simplificada - Ley N° 31125,1,DEXTRE MORIMOTO EDUARDO RAUL,7,CONSULTORIA DE OBRAS 03-2021,1,DEXTRE MORIMOTO EDUARDO RAUL,7,3,12.0,6.0,3.0,0.8333333333333334,1.2673044646258476,0.16666666666666666
2502679-2502679-767031-2107161-152012,41.0,41,41,20510286864.0,20510286864,20510286864,767031.0,767031,767031,58.0,58,58,2107161.0,2107161,2107161,17470499191.4,20600248333,10180928672,5.0,5,5,672498.02,672498.02,672498.02,672498.02,672498.02,672498.02,672498.02,672498.02,672498.02,672498.02,672498.02,672498.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2502679,1,SALUD,1,CAJAMARCA,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,152012,1,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD SIMON BOLIVAR DISTRITO DE CAJAMARCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA,1,Adjudicación Simplificada - Ley N° 31125,1,VELARDE SAGASTEGUI JUAN MARX(*),5,22-Jan,1,VELARDE SAGASTEGUI JUAN MARX(*),5,3,0.0,0.0,0.0,0.0,0.0,0.0
